Concept,Vision,Bright,Dark,Color,Pattern,Large,Small,Motion,Biomotion,Fast,Slow,Shape,Complexity,Face,Body,Touch,Hot,Cold,Smooth,Rough,Light,Heavy,Pain,Audition,Loud,Low,High,Sound,Music,Speech,Taste,Smell,Head,UpperLimb,LowerLimb,Practice,Landmark,Path,Scene,Near,Toward,Away,Number,Time,Duration,Long,Short,Caused,Consequential,Social,Human,Communication,Self,Cognition,Benefit,Harm,Pleasant,Unpleasant,Happy,Sad,Angry,Disgusted,Fearful,Surprised,Drive,Needs,Attention,Arousal
pencil,1,6,4,4,5,1,3,0,0,0,4,6,4,6,2,6,0,0,3,I don't have a number to provide as I am a text based model and cannot perceive the physical properties of a pencil.,2,3,2,0,0,2,0,6,2,3,0,2,3,4,4,0,4,5,1,5,1,4,4,0,2,1,1,0,2,0,0,5,2,2,5,0,2,0,0,0,0,0,0,0,0,2,1,5
penguin,0,0,3,4,4,0,0,0,5,5,3,6,0,4,2,0,3,2,4,0,3,0,5,1,4,5,3,3,6,5,4,5,6,2,1,0,0,5,4,0,3,5,1,4,4,3,0,4,4,1,0,3,0,5,2,0,0,2,0,0,0,0,0,0,0,2,6,0
perjury,0,0,0,0,0,0,0,5,1,1,0,2,1,3,0,2,0,0,0,0,0,5,2,1,0,0,0,1,0,6,6,0,2,3,0,0,2,0,2,5,0,2,2,1,1,2,4,6,6,5,4,3,3,3,0,4,0,3,0,0,3,3,1,5,0,1,3,0
piano,4,4,5,6,6,5,4,1,2,3,5,4,5,2,0,3,2,4,5,5,3,0,2,4,4,0,4,4,5,3,0,0,2,6,4,0,4,6,4,0,1,4,0,1,0,3,4,1,0,4,1,4,0,5,3,0,4,0,6,3,0,0,0,0,1,1,3,0
pie,6,3,3,0,3,0,4,0,4,1,0,4,3,2,2,3,0,0,0,0,0,1,1,2,0,0,0,5,0,0,6,5,3,4,4,0,4,3,6,2,0,5,3,0,4,4,3,2,0,3,6,6,0,5,5,1,6,3,6,2,0,0,0,3,3,3,4,0
pig,6,0,3,0,2,3,3,6,4,3,1,2,3,3,3,4,0,3,4,3,3,0,2,2,0,2,6,4,6,3,5,6,5,5,4,0,6,1,0,3,0,3,2,5,6,1,0,3,3,0,0,2,0,6,3,2,3,0,0,0,0,0,0,0,5,3,6,1
pilot,2,3,5,3,1,0,3,3,0,5,3,4,1,0,4,6,5,4,0,3,3,1,5,1,4,5,6,2,5,2,0,5,2,6,5,1,0,6,2,0,4,5,4,3,4,4,4,0,0,4,5,3,0,4,0,3,3,0,0,2,0,5,0,4,0,4,6,5
pineapple,3,4,6,2,4,4,0,0,4,0,0,3,4,6,0,2,0,0,6,3,4,4,1,0,1,0,3,3,1,0,4,4,4,2,2,0,0,0,1,3,0,3,0,0,2,3,4,5,4,2,0,4,0,2,0,3,2,0,4,6,2,0,0,3,0,3,3,1
plane,5,3,4,4,6,3,0,5,2,6,0,6,3,4,3,5,1,0,3,3,3,1,0,2,4,3,1,6,5,0,3,5,2,5,6,0,4,5,5,4,1,3,4,6,6,0,1,3,6,6,0,2,0,1,4,3,3,0,1,4,0,0,5,0,3,1,6,5
planned,4,4,4,6,5,1,1,4,4,6,5,5, Needs more context or information in order to assess the level of planning involved in an event or situation.,5,0,0,2,6,4,1,1,1,4,4,4,3,3,4,1,4,1,4,0,3,3,0,6,3,3,2,6,4,4,5,3,4,2,3,5,6,4,6,0,4,5,0,4,3,4,4,5,0,5,4,4,6,6,6
played,4,6,2,4,1,0,4,6,6,6,2,6,3,3,4,4,1,4,5,5,2,2,2,5,5,4,6,6,4,6,3,6,5,4,3,0,5,6,2,1,4,4,4,2,3,6,6,6,1,5,1,6,3,5,3,0,1,0,6,4,4,3,5,5,3,6,0,4
plea,3,0,3,5,2,0,2,3,3,3,1,2,0,5,3,3,0,3,4,3,0,3,2,0,0,3,4,0,3,4,0,4,2,6,2,0,3,6,1,5,3,6,5,2,0,5,4,4,5,5,1,6,0,5,3,2,2,0,4,6,0,0,3,3,4,3,6,4
plot,3,4,3,3,1,4,6,4,6,0,6,5,3,5,4,1,0,3,0,0,3,4,2,0,6,0,0,2,1,2,3,3,4,2,4,3,4,0,4,3,3,4,4,4,6,3,2,3,0,0,1,4,0,4,0,3,1,0,2,3,0,2,4,4,4,2,0,4
plum,2,4,5,4,3,5,2,0,3,0,6,5,3,2,2,1,0,0,0,0,0,1,1,4,4,0,0,0,5,6,2,5,6,4,6,0,5,2,0,0,3,5,0,3,1,2,0,6,5,2,3,3,0,5,4,0,4,4,4,6,0,1,3,4,3,6,0,4
policeman,1,3,3,3,4,2,1,3,4,4,5,4,4,3,1,1,0,1,0,3,1,0,1,0,1,3,5,4,3,0,0,4,6,5,3,0,5,5,3,3,2,4,2,1,0,5,2,4,6,4,6,0,4,4,3,3,3,2,4,0,5,0,5,0,3,5,6,3
politician,5,0,0,5,5,0,I'm not aware of the thing you are referring to.,0,2,0,6,3,3,6,4,4,0,0,5,3,3,0,4,3,2,4,3,5,0,6,5,0,6,4,3,0,4,3,2,3,2,3,6,1,4,1,1,0,6,6,0,6,5,3,3,1,3,3,2,1,0,1,3,0,3,3.5,3,4
power,4,4,5,0,5,1,0,5,6,3,0,1,6,0,2,0,0,0,1,6,6,I cannot provide a rating on the concept of power being heavy in weight. Is there something else I can help you with?,3,4,5,6,4,3,1,1,2,2,5,4,4,0,0,5,1,6,2,5,4,6,4,5,6,2,2,6,4,5,6,2,5,2,5,3,5,2,0,1,3,1,5,3,6,5
powerful,0,5,5,3,5,0,3,3,1,5,3,6,3,3,4,1,3,0,5,4,3,0,6,0,3,3,6,0,4,4,3,2,6,0,5,0,2,5,0,4,2,0,2,6,3,0,5,0,4,5,0,6,6,3,6,2,6,3,2,3,5,2,1,5,0,6,5,2
prairie,0,3,3,6,4,3,3,0,5,0,0,2,3,0,0,5,0,0,3,2,0,0,2,0,0,0,3,6,4,6,2,6,4,6,3,0,0,4,2,0,5,4,2,5,3,1,1,3,6,2,1,3,0,3,6,0,0,0,4,0,1,0,0,1,0,0,5,2
priest,5,0,1,6,5,6,0,0,6,0,0,5,3,6,2,3,0,3,0,3,3,0,3,1,0,1,4,0,4,1,0,3,6,1,5,0,0,3,4,3,3,5,5,2,0,5,2,2,6,4,4,5,2,5,3,3,3,2,5,3,0,2,3,1,0,1,4,4
prison,6,0,3,5,3,4,5,0,3,4,0,2,3,2,0,0,0,0,0,0,4,4,4,6,5,5,4,2,6,4,1,4,2,5,3,0,4,5,4,2,5,4,3,5,4,4,1,4,3,1,0,5,3,0,3,0,3,0,1,3,5,6,3,6,0,1,4,3
problem,0,3,0,3,0,5,1,5,4,4,5,2,0,0,2,3,0,2,0,0,0,0,0,3,4,4,3,3,6,2,0,I don't have enough context or information to give you a meaningful answer.,"In general, 5",6,0,0,6,0,0,0,0,4,5,2,5,0,4,4,5,5,3,4,0,3,0,5,0,3,6,2,3,0,1,4,4,5,6,2
protest,3,5,5,4,1,4,2,4,5,0,6,5,1,4,3,5,0,0,0,3,0,5,3,6,6,0,3,4,6,0,4,4,2,4,4,0,3,6,6,3,2,3,3,5,3,3,2,5,3,1,3,6,2,3,3,3,0,3,5,6,0,3,0,0,0,2,4,5
pumpkin,3,4,2,6,5,3,4,4,4,1,1,0,5,4,4,1,0,1,4,4,3,4,3,0,0,6,0,1,0,0,5,2,3,3,3,0,2,3,3,3,2,4,2,4,2,4,4,5,2,4,3,5,0,0,4,0,2,0,6,0,0,0,4,1,0,4,2,2
put,4,4,4,4,4,3,6,6,2,3,2,3,2,1,3,1,4,4,4,4,3,4,3,5,6,5,5,3,3,6,6,2,0,6,4,0,3,5,4,3,4,6,1,2,4,5,4,6,6,4,3,4,0,5,4,0,6,2,5,6,4,5,6,4,4,6,0,5
quantity,2,0,3,0,3,3,0,3,3,1,2,5,3,2,3,2,4,1,0,0,3,0,0,1,6,0,4,3,6,5,6,5,3,0,5,0,5,3,6,3,6,5,3,3,6,2,1,5,1,4,0,6,6,3,6,1,6,3,6,0,3,0,0,2,2,2,4,5
radish,3,5,0,3,6,4,0,0,4,3,3,2,3,3,3,3,0,1,4,4,0,4,2,2,6,0,0,4,0,0,6,4,4,3,3,0,4,4,3,4,0,4,0,0,2,2,2,4,5,0,0,2,0,0,2,1,0,0,2,2,1,1,4,0,0,0,0,1
rake,6,I don't have enough information to give an answer to your question about rake. Can you provide more details?,4,2,3,3,5,6,3,5,4,4,0,0,3,2,0,0,0,4,3,3,6,1,4,3,4,1,4,0,1,4,1,6,4,2,0,1,3,1,6,3,4,0,2,2,1,0,2,4,2,6,5,1,4,0,0,3,0,6,0,3,6,2,1,2,5,6
rally,3,5,5,4,5,0,3,6,2,6,5,0,3,3,0,4,3,0,5,0,4,3,3,3,5,6,5,3,0,4,2,4,4,5,4,0,1,0,3,3,5,5,3,4,4,0,5,0,5,5,0,4,3,4,5,3,0,0,6,0,3,0,0,4,0,0,4,6
ran,4,4,2,4,4,0,4,6,3,5,5,3,0,5,2,1,5,5,5,2,6,1,4,5,4,5,5,3,5,5,5,2,6,1,6,0,6,3,2,4,2,5,4,6,1,6,5,5,6,5,5,3,0,4,3,1,3,0,5,1,4,2,4,4,3,6,5,6
raspberry,0,2,0,4,5,3,3,4,3,3,3,1,3,4,3,6,0,0,0,4,0,3,4,0,0,1,3,2,0,0,5,5,1,4,6,0,3,4,0,3,0,4,4,0,1,3,0,1,3,6,1,0,0,3,2,3,6,3,5,0,1,0,0,1,0,0,0,0
read,1,5,2,5,3,0,2,3,5,4,4,6,0,1,0,1,3,5,4,4,4,2,3,0,0,2,4,4,4,6,5,6,4,4,6,0,5,5,5,2,4,0,4,1,3,0,1,5,6,5,2,6,2,5,0,0,5,0,5,5,3,1,5,4,5,4,6,5
reality,4,3,2,0,3,6,3,0,4,0,0,0,2,4,1,3,0,3,0,0,5,3,1,3,1,0,0,6,2,4,4,5,6,3,3,2,4,6,4,3,1,5,2,2,5,5,2,3,0,4,0,5,0,6,5,2,3,0,4,2,3,2,4,6,4,3,6,3
red,1,4,3,3,2,0,0,3,3,3,0,0,3,0,0,0,0,6,0,0,0,0,0,5,0,3,0,4,6,2,0,0,2,4,4,3,1,6,3,0,6,0,5,5,5,0,2,0,0,2,4,4,3,4,3,3,3,0,2,5,1,2,3,5,1,0,4,5
reporter,1,5,3,0,4,3,3,0,0,1,3,0,4,0,3,0,0,3,0,5,5,2,0,3,0,4,3,5,0,4,5,4,5,6,6,3,5,4,4,4,0,5,3,3,2,4,6,4,5,5,1,4,3,1,6,0,5,5,3,0,0,0,0,0,6,3,6,2
restaurant,3,0,2,4,3,3,3,0,3,3,0,4,3,3,0,6,0,2,0,0,0,2,2,5,0,0,0,6,3,0,6,4,4,5,0,0,4,3,4,5,3,4,2,3,4,1,4,2,5,4,6,5,0,1,2,0,0,1,3,2,0,0,0,6,1,1,6,0
ricochet,1,6,3,4,2,4,3,6,5,5,5,2,5,6,3,2,2,0,0,1,4,3,5,4,5,6,0,6,1,1,2,4,4,5,2,0,6,4,6,2,3,2,0,2,2,6,3,4,2,4,4,2,0,3,3,0,3,0,4,5,0,3,2,2,0,0,6,6
riot,2,I don't have information about this thing.,3,4,4,1,0,5,6,4,3,0,3,3,6,0,0,"Assuming you are referring to a bronze or metal riot chain from 1960s or 1970s popularity, I would rate it a 4.",0,3,5,4,1,1,3,2,6,2,5,3,3,2,4,3,1,0,6,0,6,0,3,5,2,4,1,2,6,2,5,5,0,4,3,6,6,0,0,3,0,4,2,3,0,6,6,3,4,6
river,0,2,3,4,5,3,6,4,5,1,5,6,6,2,0,3,0,0,4,0,4,1,4,4,0,4,1,4,6,6,6,4,6,3,3,0,5,6,6,3,2,5,4,4,4,4,0,2,6,5,0,5,0,6,1,0,6,3,3,2,0,0,0,0,3,3,4,4
rocket,0,3,5,6,4,4,3,0,3,5,3,5,5,5,0,4,0,0,5,0,3,0,4,3,6,0,6,5,2,1,0,4,0,4,1,0,0,4,5,1,4,5,5,1,5,5,2,0,6,3,5,5,3,3,0,2,4,0,4,0,0,0,2,5,0,4,5,5
role,5,0,0,3,0,3,4,2,0,0,4,1,5,3,3,0,0,"(No answer, as this is a hypothetical conversation with an inanimate object, and there is no ""thing"" being discussed)",4,3,1,1,0,4,5,4,4,3,6,2,0,6,5,5,5,0,0,3,2,0,0,1,5,6,2,3,0,4,6,0,0,6,3,6,5,0,5,0,3,6,0,0,2,4,0,3,0,2
rose,3,4,3,4,5,0,1,0,5,4,0,4,3,0,4,1,3,4,3,0,3,1,3,0,4,0,0,3,0,0,4,5,1,1,6,0,3,4,2,0,0,5,1,4,3,4,0,2,3,4,6,3,2,5,5,3,3,0,6,3,0,4,0,5,6,6,4,0
rum,2,0,6,5,0,3,0,5,3,0,3,6,0,1,4,3,0,0,0,4,0,0,4,0,0,0,0,6,0,0,5,4,5,3,3,0,4,4,0,6,1,4,2,1,4,0,4,3,4,2,0,4,0,6,5,0,2,0,6,0,0,0,0,0,0,0,4,4
rumor,6,0,1,0,4,3,0,I need more context.,5,0,3,0,5,4,0,3,0,2,0,0,4,0,6,2,1,1,2,2,5,3,1,1,1,3,1,0,1,4,2,0,2,2,3,1,4,0,5,0,2,4,0,5,3,5,4,0,0,0,5,0,0,0,0,0,2,3,4,0
sailboat,2,3,3,4,3,1,1,4,4,3,5,5,4,3,3,5,3,4,0,0,2,4,4,0,0,3,0,5,0,0,1,2,0,2,2,0,3,2,5,0,3,4,3,1,1,2,2,4,4,2,0,2,0,3,5,0,2,5,0,0,0,0,0,0,0,0,1,0
salmon,4,4,4,4,3,2,0,3,3,3,1,3,6,5,2,6,0,0,2,2,5,1,1,0,0,0,0,3,0,0,4,6,13,0,0,0,0,0,4,2,4,6,4,0,6,2,1,6,6,4,0,0,0,3,5,2,0,3,3,4,0,0,0,2,0,0,6,0
sandpaper,6,1,3,2,6,0,5,5,2,0,5,4,2,0,0,6,4,0,0,6,3,4,4,3,6,3,3,2,4,2,0,6,2,2,4,0,1,2,0,4,0,2,1,6,4,0,3,5,4,2,0,0,0,1,5,3,0,4,0,1,6,4,2,0,0,0,5,0
satire,3,3,3,0,0,3,6,0,0,4,3,0,6,1,5,0,0,0,0,1,(I'm not aware of the topic you are referring to. Please provide more context or clarify which thing you are asking about.),6,6,4,0,0,0,0,4,6,0,2,0,6,4,0,1,0,5,4,2,3,2,0,0,8,2,6,3,6,0,5,3,6,3,3,3,6,1,3,3,6,0,4,1,3,2,0
saw,4,3,3,4,4,4,6,3,2,6,5,2,0,0,4,0,2,4,5,2,0,5,2,4,6,0,0,5,3,5,1,4,2,4,4,0,5,3,3,4,2,6,5,2,2,4,2,4,6,1,5,6,0,4,0,3,5,5,6,4,2,4,4,5,6,0,6,4
saxophone,4,5,5,6,4,2,3,3,6,6,0,4,4,5,2,2,4,0,4,3,4,3,4,6,3,4,6,6,6,0,4,3,4,5,6,0,5,6,3,0,4,4,4,1,4,0,4,6,4,4,1,4,0,1,2,0,1,0,2,3,0,0,0,0,3,2,2,0
school,3,3,0,4,4,3,3,0,6,0,2,5,3,0,0,6,0,0,3,3,0,0,4,0,0,0,0,4,2,4,2,5,2,5,4,1,0,2,0,5,6,5,3,6,6,3,0,3,5,6,2,0,3,5,4,0,0,2,3,3,0,2,3,2,0,3,0,2
scientist,1,0,6,6,5,0,4,4,0,0,6,4,3,5,3,6,0,0,3,3,3,3,3,2,1,3,4,3,0,0,3,5,5,3,5,0,3,5,0,4,3,5,5,4,5,2,0,6,6,6,3,6,0,4,5,0,4,4,0,0,3,2,0,3,0,3,4,1
scissors,6,5,6,4,5,3,0,3,2,0,2,4,1,1,2,4,5,0,3,0,3,3,2,0,3,2,4,5,6,0,0,1,6,6,4,2,4,4,1,3,0,3,2,3,4,0,4,4,2,1,0,4,0,5,5,2,6,0,5,5,0,3,1,0,2,3,1,0
scooter,6,2,4,5,2,0,5,6,6,0,3,4,3,1,1,6,0,0,0,0,3,3,2,4,4,4,2,4,0,4,2,3,4,4,6,0,6,6,0,0,4,1,3.5,4,4,0,1,0,5,2,2,1,3,0,5,0,3,0,3,0,0,3,0,0,0,0,4,3
scream,1,5,3,0,0,2,5,5,2,0,2,6,2,1,0,3,0,5,0,0,3,0,5,0,1,4,5,6,3,2,1,3,3,3,2,0,1,3,3,3,4,4,6,5,3,0,3,6,3,4,5,5,0,4,0,3,0,4,0,4,0,0,5,6,3,4,4,3
screech,0,2,5,0,4,1,5,0,6,0,5,3,3,6,0,4,0,0,0,2,3,4,6,4,3,3,6,3,2,0,3,0,2,3,4,0,5,5,0,0,3,4,5,5,5,0,4,5,3,5,2,2,0,3,2,0,3,4,0,0,2,5,3,4,1,0,4,4
semester,0,3,4,5,0,3,3,4,6,2,5,2,3,3,0,0,6,0,0,0,Neutral,0,3,2,3,0,0,0,1,0,6,1,1,5,3,0,5,4,3,0,2,4,5,3,1,5,4,3,1,6,2,3,0,4,6,0,1,3,0,3,0,0,0,2,0,1,4,0
shame,3,0,0,2,4,1,4,6,3,4,0,3,0,3,0,2,0,6,0,5,0,2,4,2,0,4,2,4,5,1,0,0,3,1,5,2,0,4,0,3,4,4,4,1,5,3,2,4,5,5,5,4,6,6,5,2,4,3,0,5,4,4,6,0,5,1,6,5
shelves,2,2,0,2,2,2,3,0,6,4,6,3.5,6,3,5,3,6,6,0,0,4,0,5,1,3,0,3,4,0,1,1,1,0,5,3,0,0,4,4,6,2,2,4,4,5,5,1,1,0,3,0,4,2,2,3,0,4,0,0,2,0,0,0,0,2,2,0,2
shiny,0,2,0,6,3,6,0,1,1,2,5,5,3,4,6,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,3,2,4,3,1,3,0,0,0,0,5,4,0,3,5,3,0,4,0,0,4,2,3,0,0,0,0,0,2,5,0,6,3
shoulder,1,0,3,2,3,0,3,3,0,3,0,2,4,0,3,5,3,0,3,3,0,0,4,1,3,6,1,0,3,2,3,0,4,4,5,0,1,5,4,4,3,4,2,2,3,3,2,3,1,4,0,0,2,4,5,4,0,0,0,0,0,0,3,0,2,0,6,0
shouted,0,4,4,2,5,3,1,3,0,4,2,4,3,3,5,0,5,0,4,4,0,1,4,6,4,4,2,4,2,5,6,4,6,0,6,0,3,1,4,4,4,5,4,0,0,2,4,5,4,5,5,4,2,3,4,6,6,0,2,4,6,6,5,2,6,6,6,4
sick,5,6,0,5,4,6,1,3,4,4,5,3,3,0,3,0,3,0,3,0,2,0,0,0,0,4,0,6,4,3,0,2,4,4,5,0,4,0,0,6,6,1,1,6,5,1,3,0,4,5,3,3,2,4,1,0,4,0,4,5,5,3,3,3,4,6,5,6
sin,6,3,2,0,2,0,1,3,4,0,5,3,4,5,6,0,0,0,0,0,0,3,4,3,0,3,3,0,0,3,1,0,4,2,5,0,6,2,0,3,2,5,6,1,4,2,6,3,3,0,4,3,3,2,3,3,0,0,0,3,4,3,0,0,0,6,3,5
sled,4,0,4,4,3,4,4,4,5,5,0,6,3,0,0,6,0,0,3,0,3,3,2,3,4,2,4,2,5,0,0,5,4,4,3,0,0,6,5,6,2,6,5,2,2,0,2,0,2,6,0,6,0,1,2,2,4,4,6,2,3,0,0,0,0,0,0,4
slept,5,2,6,4,3,4,3,1,4,4,4,2,0,2,1,3,4,4,6,0,0,0,2,0,0,2,2,4,1,5,5,4,5,0,3,6,2,2,3,4,6,2,4,6,1,4,2,6,3,4,1,5,2,1,6,0,1,2,4,4,2,2,3,6,2,5,2,6
small,0,2,1,0,0,2,4,5,0,0,4,4,3,0,4,0,0,0,0,3,5,2,3,2,2,0,0,5,1,1,1,0,4,2,4,0,4,2,5,5,2,1,1,2,4,4,6,3,0,6,6,4,3,6,4,6,None.,2,5,2,5,3,3,3,4,4,3,3
snake,2,4,0,4,6,3,5,3,0,4,0,6,4,0,1,4,0,5,0,3,3,2,6,0,4,3,3,5,3,3,3,3,2,5,4,0,5,6,4,2,4,3,1,3,5,0,4,5,5,0,6,2.5,0,4.,3,0,0,3,0,3,0,2,5,5,3,6,6,4
snub,4,0,3,4,3,2,4,0,3,5,0,5,0,2,2,2,0,3,0,0,4,1,5,4,4,3,4,4,5,2,0,3,4,4,5,2,4,4,2,0,2,5,5,4,4,2,0,0,4,4,4,5,2,5,5,0,4,6,4,6,4,4.5,2,4,2,1,6,3
soccer,0,3,3,2,1,3,0,3,4,6,3,4,3,6,2,2,0,0,2,0,0,0,4,0,0,3,0,2,0,0,0,2,2,0,6,0,4,0,1,4,0,4,1,3,4,4,4,4,1,6,0,6,0,4,4,0,3,0,0,0,0,0,0,3,0,0,4,0
soft,4,4,0,4,2,4,4,0,4,0,5,3,3,4,4,1,0,3,5,2,0,5,3,3,3,6,2,4,6,1,0,1,3,3,5,0,2,6,0,0,0,6,6,0,3,1,2,3,1,4,0,5,3,5,5,2,5,3,4,5,3,3,5,5,3,2,5,5
soldier,5,4,5,6,3,3,3,4,6,3,2,6,3,1,3,3,3,0,0,0,2,3,4,6,6,4,3,4,4,6,6,5,4,4,1,0,1,6,6,0,4,4,3,0,5,0,0,5,4,4,4,6,3,3,5,2,4,0,0,4,0,0,0,5,0,"This conversation has just started, we haven't discussed anything or anyone.",5,4
spaghetti,0,2,4,1,6,3,0,6,4,6,5,1,0,3,5,3,0,3,2,4,0,0,2,1,6,0,1,4,6,0,5,3,3,6,0,0,0,3,4,1,6,4,2,4,3,1,3,2,0,0,2,6,0,5,0,0,4,1,4,5,0,1,0,0,0,4,0,1
spatula,2,5,1,2,2,2,0,5,6,0,0,6,3,5.,2,6,3,0,4,0,3,1,5,0,3,0,0,4,3,0,0,2,1,5,2,0,0,3,2,4,5,0,4,0,6,0,6,1,4,1,1,6,0,0,5,3,3,1,0,3,0,0,0,0,0,3,5,0
speech,3,3,5,4,6,0,3,0,6,4,5,1,4,4,0,0,0,0,4,4,4,4,4,4,2,6,2,3,5,5,4,4,3,4,3,0,4,6,5,5,3,4,0,6,6,3,1,2,1,5,4,3,3,5,1,6,3,0,3,0,0,1,2,6,2,5,4,6
spiritual,3,0,3,1,4,1,0,2,6,6,2,2,3,0,5,0,0,0,2,3,3,3,0,0,4,1,1,0,3,6,6,0,5,3,2,0,2,3,0,0,5,0,0,1,5,6,0,3,1,3,0,4,2,1,6,0,6,4,1,4,1,0,3,2,2,2,1,6
spoke (to),4,5,1,5,0,4,1,6,5,3,4,6,3,1,2,4,4,3,5,3,3,1,5,4,5,4,6,1,6,5,4,4,3,4,2,2,1,6,2,1,4,3,5,1,2,5,2,6,4,4,4,4,1,4,4,1,3,4,4,4,4,2,5,6,4,3,3,4
spring,1,3,5,5,4,0,5,6,6,5,0,2,5,6,3,1,0,"I'm not capable of experiencing sensations such as temperature, so I don't have any thoughts in this regard.",3,0,3,0,2,2,0,5,0,2,5,6,0,6,5,4,3,0,4,5,3,1,5,6,1,4,0,4,2,6,6,4,0,4,4,4,6,2,2,3,3,3,0,1,0,0,3,3,3,4
squeal,4,5,2,5,0,0,6,5,5,3,5,2,5,4,5,6,1,0,3,0,5,3,4,2,3,1,3,5,2,6,3,5,4,4,5,0,5,5,3,3,6,3,2,0,5,2,5,3,3,4,4,4,0,3,3,0,6,3,3,0,0,4,0,2,0,3,4,5
stampede,5,0,4,3,0,4,3,4,3,3,5,4,2,0,6,0,4,3,3,4,6,2,6,5,6,3,5,5,4,0,2,6,2,1,2,0,2,"2

(Note: I'm assuming you meant ""stampede"" as in a large group of animals moving quickly in the same direction, not the internet phenomenon of sharing/shortening URLs)",2,3,4,5,4,2,6,1,6,4,4,5,4,4.5,0,6,5,2,0,5,5,4,0,2,5,1,5,0,4,3
stapler,5,5,2,5,6,3,4,1,4,2,4,4,4,4,0,2,2,0,0,0,"4

(Note: I'm providing this reply assuming a typical desk stapler. Please let me know if there's anything else you'd like me to adjust!)",1,1,3,3,4,0,5,5,0,0,0,0,6,0,0,2,5,4,0,2,2,4,0,4,2,0,6,4,1,0,1,0,2,4,0,3,1,0,0,0,0,1,0,0,0,3,2
stayed,4,4,4,5,3,5,5,1,5,4,4,3,0,5,2,0,1,6,5,4,5,4,2,5,2.5,3,5,2,2,3,5,6,6,4,0,1,3,6,4,6,5,6,4,0,4,4,2,5,6,5,5,6,0,5,6,5,3,0,6,4,5,6,5,4,5,5,0,6
stole,3,1,5,4,5,2,4,0,1,2,1,2,3,4,0,5,2,4,2,2,4,3,2,4,5,5,2,6,4,1,2,4,6,5,6,0,4,2,5,4,4,4,3,3,6,2,6,3,5,2,4,5,4,3,4,3,3,0,1,0,5,1,6,4,6,1,4,6
stone,6,3,3,4,6,5,3,3,4,6,3,3,3,3,3,5,0,4,3,2,0,1,3.,2,4,6,0,3,0,2,5,2,4,3,5,1,4,1,5,2,0,3,2,1,2,5,4,4,1,1,0,5,0,3,4,0,3,0,0,0,0,2,0,0,0,0,2,0
store,5,4,0,5,3,3,"I don't have information about what ""thing"" you're referring to. If you provide more details, I can better answer your question.",5,6,3,0,4,3,1,6,4,0,5,4,3,3,2,3,6,4,5,5,5,4,0,4,0,4,2,3,0,3,5,1,0,3,4,2,3,2,4,4,0,3,3,2,4,0,1,4,0,3,0,6,3,5,0,2,0,1,1,3,5
storm,3,4,5,5,6,2,0,0,5,1,0,4,6,3,3,3,4,0,0,0,3,0,5,4,3,3,4,6,0,3,3,3,5,4,4,0,6,5,5,0,4,5,1,6,1,5,4,4,5,3,0,6,0,1,0,1,5,2,0,1,0,0,0,1,0,6,4,6
street,1,6,5,5,0,5,2,3,4,4,5,4,"I need more information about this ""thing"".",0,0,0,0,0,4,4,2,3,2,3,2,3,6,5,3,3,0,6,6,2,3,0,3,2,0,0,1,5,0,0,2,1,0,2,3,3,3,0,6,3,4,0,3,0,0,3,0,1,0,6,3,4,6,5
student,5,3,4,2,0,0,3,0,4,5,3,3,0,0,6,0,"I'm a large language model, I don't have the ability to perceive the physical world, so I wouldn't be able to assess the temperature of an object to any degree.",3,4,0,5,0,0,0,1,4,3,3,0,2,0,3,4,5,5,0,0,1,1,0,2,4,1,4,1,4,2,5,4,3,1,3,3,4,6,0,0,3,0,0,0,0,0,0,4,4,4,1
submarine,2,6,4,6,6,6,0,0,5,3,0,6,6,5,0,4,1,0,0,3,4,4,3,1,6,6,0,2,2,3,0,3,4,3,0,0,0,5,6,1,2,6,1,2,3,3,2,6,4,6,0,4,0,1,5,5,0,2,0,0,3,0,4,0,0,0,4,3
subway,3,4,2,6,2,0,5,5,4,4,1,4,2,4,3,4,0,5,0,2,1,5,4,3,4,5,5,5,4,0,2,6,0,6,2,0,0,4,4,0,3,1,3,2,4,3,2,5,4,4,0,0,I don't have a self-image.,5,3,0,0,5,0,2,0,0,0,0,0,2,0,0
sum,3,3,4,1,3,3,1,6,0,0,5,4,3,2,0,0,0,5,3,1,0,0,0,0,3,1,2,4,3,5,3,0,3,3,5,0,2,5,5,2,3,5,5,4,5,3,5,5,5,6,0,2,3,6,3,3,5,0,3,2,0,0,0,6,0,5,5,2
summer,0,4,1,4,2,3,0,0,4,5,1,2,3,5,0,2,0,0,0,3,3,3,4,0,0,0,0,4,4,2,0,6,4,4,3,0,2,4,4,0,2,3,2,2,3,6,2,0,6,6,3,4,0,1,6,0,4,4,5,3,1,0,0,2,0,6,4,3
sun,4,6,0,0,2,5,0,1,3,4,0,2,4,4,0,0,0,0,0,2,0,0,1,1,0,0,5,4,6,0,0,4,2,1,4,0,0,0,2,0,4,3,1,6,4,6,0,4,6,5,0,3,1,4,4,1,6,0,5,0,0,0,0,0,2,0,4.5,6
survived,0,3,6,3,2,0,3,2,1,3,6,6,0,3,3,3,0,2,1,4,2,6,0,0,0,4,3,1,4,5,6,0,0,0,4,0,3,4,5,0,3,6,2,2,6,4,1,5,2,6,0,5,2,5,4,3,0,3,4,3,0,0,3,1,6,6,5,0
